1,1,1,1,1
2,1,1,1,2
3,1,1,1,3
4,1,1,1,4
5,1,1,1,5
6,1,1,1,6
7,1,1,1,7
8,1,1,1,8
9,1,1,1,9
10,1,1,1,10
11,1,1,1,11
12,1,1,1,12
13,1,1,1,13
14,1,1,1,14
15,1,1,1,15
16,1,1,1,16
17,1,1,1,17
18,1,1,1,18
19,1,1,1,19
20,1,1,1,20
21,1,1,1,21
22,1,1,1,22
23,1,1,1,23
24,1,1,1,24
25,1,1,2,1
26,1,1,2,2
27,1,1,2,3
28,1,1,2,4
29,1,1,2,5
30,1,1,2,6
31,1,1,2,7
32,1,1,2,8
33,1,1,2,9
34,1,1,2,10
35,1,1,2,11
36,1,1,2,12
37,1,1,2,13
38,1,1,2,14
39,1,1,2,15
40,1,1,2,16
41,1,1,2,17
42,1,1,2,18
43,1,1,2,19
44,1,1,2,20
45,1,1,2,21
46,1,1,2,22
47,1,1,2,23
48,1,1,2,24
49,1,1,3,1
50,1,1,3,2
51,1,1,3,3
52,1,1,3,4
53,1,1,3,5
54,1,1,3,6
55,1,1,3,7
56,1,1,3,8
57,1,1,3,9
58,1,1,3,10
59,1,1,3,11
60,1,1,3,12
61,1,1,3,13
62,1,1,3,14
63,1,1,3,15
64,1,1,3,16
65,1,1,3,17
66,1,1,3,18
67,1,1,3,19
68,1,1,3,20
69,1,1,3,21
70,1,1,3,22
71,1,1,3,23
72,1,1,3,24
73,1,1,4,1
74,1,1,4,2
75,1,1,4,3
76,1,1,4,4
77,1,1,4,5
78,1,1,4,6
79,1,1,4,7
80,1,1,4,8
81,1,1,4,9
82,1,1,4,10
83,1,1,4,11
84,1,1,4,12
85,1,1,4,13
86,1,1,4,14
87,1,1,4,15
88,1,1,4,16
89,1,1,4,17
90,1,1,4,18
91,1,1,4,19
92,1,1,4,20
93,1,1,4,21
94,1,1,4,22
95,1,1,4,23
96,1,1,4,24
97,1,1,5,1
98,1,1,5,2
99,1,1,5,3
100,1,1,5,4
101,1,1,5,5
102,1,1,5,6
103,1,1,5,7
104,1,1,5,8
105,1,1,5,9
106,1,1,5,10
107,1,1,5,11
108,1,1,5,12
109,1,1,5,13
110,1,1,5,14
111,1,1,5,15
112,1,1,5,16
113,1,1,5,17
114,1,1,5,18
115,1,1,5,19
116,1,1,5,20
117,1,1,5,21
118,1,1,5,22
119,1,1,5,23
120,1,1,5,24
121,1,1,6,1
122,1,1,6,2
123,1,1,6,3
124,1,1,6,4
125,1,1,6,5
126,1,1,6,6
127,1,1,6,7
128,1,1,6,8
129,1,1,6,9
130,1,1,6,10
131,1,1,6,11
132,1,1,6,12
133,1,1,6,13
134,1,1,6,14
135,1,1,6,15
136,1,1,6,16
137,1,1,6,17
138,1,1,6,18
139,1,1,6,19
140,1,1,6,20
141,1,1,6,21
142,1,1,6,22
143,1,1,6,23
144,1,1,6,24
145,1,1,7,1
146,1,1,7,2
147,1,1,7,3
148,1,1,7,4
149,1,1,7,5
150,1,1,7,6
151,1,1,7,7
152,1,1,7,8
153,1,1,7,9
154,1,1,7,10
155,1,1,7,11
156,1,1,7,12
157,1,1,7,13
158,1,1,7,14
159,1,1,7,15
160,1,1,7,16
161,1,1,7,17
162,1,1,7,18
163,1,1,7,19
164,1,1,7,20
165,1,1,7,21
166,1,1,7,22
167,1,1,7,23
168,1,1,7,24
169,1,2,8,1
170,1,2,8,2
171,1,2,8,3
172,1,2,8,4
173,1,2,8,5
174,1,2,8,6
175,1,2,8,7
176,1,2,8,8
177,1,2,8,9
178,1,2,8,10
179,1,2,8,11
180,1,2,8,12
181,1,2,8,13
182,1,2,8,14
183,1,2,8,15
184,1,2,8,16
185,1,2,8,17
186,1,2,8,18
187,1,2,8,19
188,1,2,8,20
189,1,2,8,21
190,1,2,8,22
191,1,2,8,23
192,1,2,8,24
193,1,2,9,1
194,1,2,9,2
195,1,2,9,3
196,1,2,9,4
197,1,2,9,5
198,1,2,9,6
199,1,2,9,7
200,1,2,9,8
201,1,2,9,9
202,1,2,9,10
203,1,2,9,11
204,1,2,9,12
205,1,2,9,13
206,1,2,9,14
207,1,2,9,15
208,1,2,9,16
209,1,2,9,17
210,1,2,9,18
211,1,2,9,19
212,1,2,9,20
213,1,2,9,21
214,1,2,9,22
215,1,2,9,23
216,1,2,9,24
217,1,2,10,1
218,1,2,10,2
219,1,2,10,3
220,1,2,10,4
221,1,2,10,5
222,1,2,10,6
223,1,2,10,7
224,1,2,10,8
225,1,2,10,9
226,1,2,10,10
227,1,2,10,11
228,1,2,10,12
229,1,2,10,13
230,1,2,10,14
231,1,2,10,15
232,1,2,10,16
233,1,2,10,17
234,1,2,10,18
235,1,2,10,19
236,1,2,10,20
237,1,2,10,21
238,1,2,10,22
239,1,2,10,23
240,1,2,10,24
241,1,2,11,1
242,1,2,11,2
243,1,2,11,3
244,1,2,11,4
245,1,2,11,5
246,1,2,11,6
247,1,2,11,7
248,1,2,11,8
249,1,2,11,9
250,1,2,11,10
251,1,2,11,11
252,1,2,11,12
253,1,2,11,13
254,1,2,11,14
255,1,2,11,15
256,1,2,11,16
257,1,2,11,17
258,1,2,11,18
259,1,2,11,19
260,1,2,11,20
261,1,2,11,21
262,1,2,11,22
263,1,2,11,23
264,1,2,11,24
265,1,2,12,1
266,1,2,12,2
267,1,2,12,3
268,1,2,12,4
269,1,2,12,5
270,1,2,12,6
271,1,2,12,7
272,1,2,12,8
273,1,2,12,9
274,1,2,12,10
275,1,2,12,11
276,1,2,12,12
277,1,2,12,13
278,1,2,12,14
279,1,2,12,15
280,1,2,12,16
281,1,2,12,17
282,1,2,12,18
283,1,2,12,19
284,1,2,12,20
285,1,2,12,21
286,1,2,12,22
287,1,2,12,23
288,1,2,12,24
289,1,2,13,1
290,1,2,13,2
291,1,2,13,3
292,1,2,13,4
293,1,2,13,5
294,1,2,13,6
295,1,2,13,7
296,1,2,13,8
297,1,2,13,9
298,1,2,13,10
299,1,2,13,11
300,1,2,13,12
301,1,2,13,13
302,1,2,13,14
303,1,2,13,15
304,1,2,13,16
305,1,2,13,17
306,1,2,13,18
307,1,2,13,19
308,1,2,13,20
309,1,2,13,21
